,牛号,月龄,胎次,繁殖状态,泌乳天数,产后天数,空怀天数,配种次数,奶量1,奶量2,牛舍名称,出生日期,父亲牛号,外祖父号,繁殖代码,怀孕日期,产犊日期,干奶日期,配种日期,流产日期,与配公牛,配种组
279,20054.0,8.618421052631579,0,出生,-1.0,-1.0,-1.0,0.0,8.618421052631579,8.618421052631579,红达502育成,02/17/2020,15180513,AUSHO1657573,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
280,20055.0,8.55263157894737,0,出生,-1.0,-1.0,-1.0,0.0,8.55263157894737,8.55263157894737,红达502育成,02/19/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
281,20056.0,8.55263157894737,0,出生,-1.0,-1.0,-1.0,0.0,8.55263157894737,8.55263157894737,红达501育成,02/19/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
282,20057.0,8.55263157894737,0,出生,-1.0,-1.0,-1.0,0.0,8.55263157894737,8.55263157894737,红达502育成,02/19/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
283,20059.0,8.45394736842105,0,出生,-1.0,-1.0,-1.0,0.0,8.45394736842105,8.45394736842105,红达502育成,02/22/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
284,20061.0,8.42105263157895,0,出生,-1.0,-1.0,-1.0,0.0,8.42105263157895,8.42105263157895,红达502育成,02/23/2020,11109875,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
285,20062.0,8.42105263157895,0,出生,-1.0,-1.0,-1.0,0.0,8.42105263157895,8.42105263157895,红达502育成,02/23/2020,15180513,AUSHO1682910,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
286,20063.0,8.42105263157895,0,出生,-1.0,-1.0,-1.0,0.0,8.42105263157895,8.42105263157895,红达502育成,02/23/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
287,20064.0,8.35526315789474,0,出生,-1.0,-1.0,-1.0,0.0,8.35526315789474,8.35526315789474,红达502育成,02/25/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
288,20065.0,8.32236842105263,0,出生,-1.0,-1.0,-1.0,0.0,8.32236842105263,8.32236842105263,红达502育成,02/26/2020,291HO16049,AUSHO1682910,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
289,20066.0,8.289473684210531,0,出生,-1.0,-1.0,-1.0,0.0,8.289473684210531,8.289473684210531,红达502育成,02/27/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
290,20067.0,8.22368421052632,0,出生,-1.0,-1.0,-1.0,0.0,8.22368421052632,8.22368421052632,红达502育成,02/29/2020,15180513,151HO00653,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
291,20068.0,8.190789473684209,0,出生,-1.0,-1.0,-1.0,0.0,8.190789473684209,8.190789473684209,红达502育成,03/01/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
292,20070.0,8.092105263157901,0,出生,-1.0,-1.0,-1.0,0.0,8.092105263157901,8.092105263157901,红达602北育成牛,03/04/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
293,20071.0,8.059210526315791,0,出生,-1.0,-1.0,-1.0,0.0,8.059210526315791,8.059210526315791,红达602北育成牛,03/05/2020,15180513,151HO00653,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
294,20072.0,8.059210526315791,0,出生,-1.0,-1.0,-1.0,0.0,8.059210526315791,8.059210526315791,红达602北育成牛,03/05/2020,11109875,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
295,20073.0,7.99342105263158,0,出生,-1.0,-1.0,-1.0,0.0,7.99342105263158,7.99342105263158,红达602北育成牛,03/07/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
296,20074.0,7.99342105263158,0,出生,-1.0,-1.0,-1.0,0.0,7.99342105263158,7.99342105263158,红达602北育成牛,03/07/2020,11109875,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
297,20075.0,7.96052631578947,0,出生,-1.0,-1.0,-1.0,0.0,7.96052631578947,7.96052631578947,红达501育成,03/08/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
298,20076.0,7.92763157894737,0,出生,-1.0,-1.0,-1.0,0.0,7.92763157894737,7.92763157894737,红达602北育成牛,03/09/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
299,20078.0,7.86184210526316,0,出生,-1.0,-1.0,-1.0,0.0,7.86184210526316,7.86184210526316,红达602北育成牛,03/11/2020,291HO16049,151HO01615,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
300,20079.0,7.86184210526316,0,出生,-1.0,-1.0,-1.0,0.0,7.86184210526316,7.86184210526316,红达602北育成牛,03/11/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
301,20080.0,7.86184210526316,0,出生,-1.0,-1.0,-1.0,0.0,7.86184210526316,7.86184210526316,红达602北育成牛,03/11/2020,291HO16049,029HO15496,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
302,20081.0,7.86184210526316,0,出生,-1.0,-1.0,-1.0,0.0,7.86184210526316,7.86184210526316,红达602北育成牛,03/11/2020,11109875,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
303,20082.0,7.76315789473684,0,出生,-1.0,-1.0,-1.0,0.0,7.76315789473684,7.76315789473684,红达602北育成牛,03/14/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
304,20083.0,7.63157894736842,0,出生,-1.0,-1.0,-1.0,0.0,7.63157894736842,7.63157894736842,红达602北育成牛,03/18/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
305,20084.0,7.5986842105263195,0,出生,-1.0,-1.0,-1.0,0.0,7.5986842105263195,7.5986842105263195,红达602北育成牛,03/19/2020,291HO16049,029HO15496,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
306,20085.0,7.5986842105263195,0,出生,-1.0,-1.0,-1.0,0.0,7.5986842105263195,7.5986842105263195,红达602北育成牛,03/19/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
307,20086.0,7.56578947368421,0,出生,-1.0,-1.0,-1.0,0.0,7.56578947368421,7.56578947368421,红达602北育成牛,03/20/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
308,20087.0,7.53289473684211,0,出生,-1.0,-1.0,-1.0,0.0,7.53289473684211,7.53289473684211,红达602北育成牛,03/21/2020,15180513,AUSHO1682910,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
309,20088.0,7.5,0,出生,-1.0,-1.0,-1.0,0.0,7.5,7.5,红达602北育成牛,03/22/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
310,20090.0,7.43421052631579,0,出生,-1.0,-1.0,-1.0,0.0,7.43421052631579,7.43421052631579,红达602北育成牛,03/24/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
311,20091.0,7.43421052631579,0,出生,-1.0,-1.0,-1.0,0.0,7.43421052631579,7.43421052631579,红达602北育成牛,03/24/2020,15180513,151HO00653,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
312,20092.0,7.401315789473691,0,出生,-1.0,-1.0,-1.0,0.0,7.401315789473691,7.401315789473691,红达602北育成牛,03/25/2020,291HO16049,029HO15496,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
313,20093.0,7.33552631578947,0,出生,-1.0,-1.0,-1.0,0.0,7.33552631578947,7.33552631578947,红达602北育成牛,03/27/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
314,20094.0,7.33552631578947,0,出生,-1.0,-1.0,-1.0,0.0,7.33552631578947,7.33552631578947,红达602北育成牛,03/27/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
315,20096.0,7.30263157894737,0,出生,-1.0,-1.0,-1.0,0.0,7.30263157894737,7.30263157894737,红达602北育成牛,03/28/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
316,20097.0,7.26973684210526,0,出生,-1.0,-1.0,-1.0,0.0,7.26973684210526,7.26973684210526,红达602北育成牛,03/29/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
317,20098.0,7.23684210526316,0,出生,-1.0,-1.0,-1.0,0.0,7.23684210526316,7.23684210526316,红达602北育成牛,03/30/2020,15180513,AUSHO1682910,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
318,20100.0,7.23684210526316,0,出生,-1.0,-1.0,-1.0,0.0,7.23684210526316,7.23684210526316,红达602北育成牛,03/30/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
319,20101.0,7.20394736842105,0,出生,-1.0,-1.0,-1.0,0.0,7.20394736842105,7.20394736842105,红达602北育成牛,03/31/2020,15180513,151HO01610,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
320,20102.0,7.20394736842105,0,出生,-1.0,-1.0,-1.0,0.0,7.20394736842105,7.20394736842105,红达602北育成牛,03/31/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
321,20103.0,7.17105263157895,0,出生,-1.0,-1.0,-1.0,0.0,7.17105263157895,7.17105263157895,红达602北育成牛,04/01/2020,291HO16049,15514212,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
322,20104.0,7.13815789473684,0,出生,-1.0,-1.0,-1.0,0.0,7.13815789473684,7.13815789473684,红达602北育成牛,04/02/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
323,20105.0,7.10526315789474,0,出生,-1.0,-1.0,-1.0,0.0,7.10526315789474,7.10526315789474,红达602北育成牛,04/03/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
324,20106.0,7.03947368421053,0,出生,-1.0,-1.0,-1.0,0.0,7.03947368421053,7.03947368421053,红达602北育成牛,04/05/2020,291HO17042,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
325,20107.0,7.00657894736842,0,出生,-1.0,-1.0,-1.0,0.0,7.00657894736842,7.00657894736842,红达602北育成牛,04/06/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
326,20108.0,7.00657894736842,0,出生,-1.0,-1.0,-1.0,0.0,7.00657894736842,7.00657894736842,红达602北育成牛,04/06/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
327,20110.0,7.00657894736842,0,出生,-1.0,-1.0,-1.0,0.0,7.00657894736842,7.00657894736842,红达602北育成牛,04/06/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
328,20111.0,6.9736842105263195,0,出生,-1.0,-1.0,-1.0,0.0,6.9736842105263195,6.9736842105263195,红达602北育成牛,04/07/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
329,20112.0,6.94078947368421,0,出生,-1.0,-1.0,-1.0,0.0,6.94078947368421,6.94078947368421,红达602北育成牛,04/08/2020,11109875,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
330,20113.0,6.90789473684211,0,出生,-1.0,-1.0,-1.0,0.0,6.90789473684211,6.90789473684211,红达602北育成牛,04/09/2020,15180513,15503832,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
331,20114.0,6.875,0,出生,-1.0,-1.0,-1.0,0.0,6.875,6.875,红达602北育成牛,04/10/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
332,20115.0,6.875,0,出生,-1.0,-1.0,-1.0,0.0,6.875,6.875,红达602北育成牛,04/10/2020,15180513,AUSHO1657573,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
333,20116.0,6.875,0,出生,-1.0,-1.0,-1.0,0.0,6.875,6.875,红达602南育成牛,04/10/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
334,20118.0,6.84210526315789,0,出生,-1.0,-1.0,-1.0,0.0,6.84210526315789,6.84210526315789,红达602北育成牛,04/11/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
335,20119.0,6.80921052631579,0,出生,-1.0,-1.0,-1.0,0.0,6.80921052631579,6.80921052631579,红达602南育成牛,04/12/2020,291HO16049,15514212,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
336,20121.0,6.74342105263158,0,出生,-1.0,-1.0,-1.0,0.0,6.74342105263158,6.74342105263158,红达602北育成牛,04/14/2020,291HO16049,029HO15496,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
337,20122.0,6.71052631578947,0,出生,-1.0,-1.0,-1.0,0.0,6.71052631578947,6.71052631578947,红达602北育成牛,04/15/2020,15108513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
338,20123.0,6.71052631578947,0,出生,-1.0,-1.0,-1.0,0.0,6.71052631578947,6.71052631578947,红达602北育成牛,04/15/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
339,20124.0,6.71052631578947,0,出生,-1.0,-1.0,-1.0,0.0,6.71052631578947,6.71052631578947,红达602北育成牛,04/15/2020,291HO16049,15514212,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
340,20125.0,6.64473684210526,0,出生,-1.0,-1.0,-1.0,0.0,6.64473684210526,6.64473684210526,红达602北育成牛,04/17/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
341,20126.0,6.57894736842105,0,出生,-1.0,-1.0,-1.0,0.0,6.57894736842105,6.57894736842105,红达602南育成牛,04/19/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
342,20127.0,6.51315789473684,0,出生,-1.0,-1.0,-1.0,0.0,6.51315789473684,6.51315789473684,红达602南育成牛,04/21/2020,291HO16049,65204045,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
343,20128.0,6.38157894736842,0,出生,-1.0,-1.0,-1.0,0.0,6.38157894736842,6.38157894736842,红达602南育成牛,04/25/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
344,20129.0,6.18421052631579,0,出生,-1.0,-1.0,-1.0,0.0,6.18421052631579,6.18421052631579,红达602南育成牛,05/01/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
345,20130.0,6.1513157894736805,0,出生,-1.0,-1.0,-1.0,0.0,6.1513157894736805,6.1513157894736805,红达602北育成牛,05/02/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
346,20131.0,6.05263157894737,0,出生,-1.0,-1.0,-1.0,0.0,6.05263157894737,6.05263157894737,红达602北育成牛,05/05/2020,15180513,151HO00653,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
347,20132.0,6.01973684210526,0,出生,-1.0,-1.0,-1.0,0.0,6.01973684210526,6.01973684210526,红达602南育成牛,05/06/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
348,20133.0,6.01973684210526,0,出生,-1.0,-1.0,-1.0,0.0,6.01973684210526,6.01973684210526,红达602南育成牛,05/06/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
349,20134.0,6.01973684210526,0,出生,-1.0,-1.0,-1.0,0.0,6.01973684210526,6.01973684210526,红达602南育成牛,05/06/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
350,20135.0,6.01973684210526,0,出生,-1.0,-1.0,-1.0,0.0,6.01973684210526,6.01973684210526,红达602南育成牛,05/06/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
351,20136.0,5.92105263157895,0,出生,-1.0,-1.0,-1.0,0.0,5.92105263157895,5.92105263157895,红达602南育成牛,05/09/2020,15180513,1187,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
352,20137.0,5.88815789473684,0,出生,-1.0,-1.0,-1.0,0.0,5.88815789473684,5.88815789473684,红达602南育成牛,05/10/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
353,20138.0,5.85526315789474,0,出生,-1.0,-1.0,-1.0,0.0,5.85526315789474,5.85526315789474,红达602南育成牛,05/11/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
354,20139.0,5.82236842105263,0,出生,-1.0,-1.0,-1.0,0.0,5.82236842105263,5.82236842105263,红达602南育成牛,05/12/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
355,20140.0,5.82236842105263,0,出生,-1.0,-1.0,-1.0,0.0,5.82236842105263,5.82236842105263,红达602南育成牛,05/12/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
356,20141.0,5.82236842105263,0,出生,-1.0,-1.0,-1.0,0.0,5.82236842105263,5.82236842105263,红达602南育成牛,05/12/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
357,20142.0,5.75657894736842,0,出生,-1.0,-1.0,-1.0,0.0,5.75657894736842,5.75657894736842,红达602南育成牛,05/14/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
358,20143.0,5.7236842105263195,0,出生,-1.0,-1.0,-1.0,0.0,5.7236842105263195,5.7236842105263195,红达602南育成牛,05/15/2020,291HO16049,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
359,20144.0,5.7236842105263195,0,出生,-1.0,-1.0,-1.0,0.0,5.7236842105263195,5.7236842105263195,红达602南育成牛,05/15/2020,291HO17042,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
360,20145.0,5.7236842105263195,0,出生,-1.0,-1.0,-1.0,0.0,5.7236842105263195,5.7236842105263195,红达602南育成牛,05/15/2020,291HO17042,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
361,20146.0,5.69078947368421,0,出生,-1.0,-1.0,-1.0,0.0,5.69078947368421,5.69078947368421,红达602南育成牛,05/16/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
362,20147.0,5.69078947368421,0,出生,-1.0,-1.0,-1.0,0.0,5.69078947368421,5.69078947368421,红达602南育成牛,05/16/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
363,20148.0,5.65789473684211,0,出生,-1.0,-1.0,-1.0,0.0,5.65789473684211,5.65789473684211,红达602南育成牛,05/17/2020,291HO17042,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
364,20149.0,5.625,0,出生,-1.0,-1.0,-1.0,0.0,5.625,5.625,红达602南育成牛,05/18/2020,11109875,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
365,20150.0,5.625,0,出生,-1.0,-1.0,-1.0,0.0,5.625,5.625,红达602南育成牛,05/18/2020,291HO17042,15514212,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
366,20151.0,5.5263157894736805,0,出生,-1.0,-1.0,-1.0,0.0,5.5263157894736805,5.5263157894736805,红达602南育成牛,05/21/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
367,20152.0,5.49342105263158,0,出生,-1.0,-1.0,-1.0,0.0,5.49342105263158,5.49342105263158,红达602南育成牛,05/22/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
368,20153.0,5.49342105263158,0,出生,-1.0,-1.0,-1.0,0.0,5.49342105263158,5.49342105263158,红达602南育成牛,05/22/2020,291HO17042,15514212,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
369,20155.0,5.42763157894737,0,出生,-1.0,-1.0,-1.0,0.0,5.42763157894737,5.42763157894737,红达602南育成牛,05/24/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
370,20156.0,5.42763157894737,0,出生,-1.0,-1.0,-1.0,0.0,5.42763157894737,5.42763157894737,红达602南育成牛,05/24/2020,291HO17042,15514212,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
371,20157.0,5.39473684210526,0,出生,-1.0,-1.0,-1.0,0.0,5.39473684210526,5.39473684210526,红达602南育成牛,05/25/2020,291HO17042,65204045,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
372,20158.0,5.36184210526316,0,出生,-1.0,-1.0,-1.0,0.0,5.36184210526316,5.36184210526316,红达602南育成牛,05/26/2020,291HO17042,15514212,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
373,20159.0,5.36184210526316,0,出生,-1.0,-1.0,-1.0,0.0,5.36184210526316,5.36184210526316,红达602南育成牛,05/26/2020,291HO17042,65204045,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
374,20160.0,5.3289473684210495,0,出生,-1.0,-1.0,-1.0,0.0,5.3289473684210495,5.3289473684210495,红达602南育成牛,05/27/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
375,20161.0,5.3289473684210495,0,出生,-1.0,-1.0,-1.0,0.0,5.3289473684210495,5.3289473684210495,红达602南育成牛,05/27/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
376,20162.0,5.2960526315789505,0,出生,-1.0,-1.0,-1.0,0.0,5.2960526315789505,5.2960526315789505,红达602南育成牛,05/28/2020,15180513,151HO00653,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
377,20163.0,5.2960526315789505,0,出生,-1.0,-1.0,-1.0,0.0,5.2960526315789505,5.2960526315789505,红达602南育成牛,05/28/2020,291HO17042,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
378,20165.0,5.19736842105263,0,出生,-1.0,-1.0,-1.0,0.0,5.19736842105263,5.19736842105263,红达602南育成牛,05/31/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
379,20166.0,5.16447368421053,0,出生,-1.0,-1.0,-1.0,0.0,5.16447368421053,5.16447368421053,红达602南育成牛,06/01/2020,291HO17042,029HO15496,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
380,20167.0,5.09868421052632,0,出生,-1.0,-1.0,-1.0,0.0,5.09868421052632,5.09868421052632,红达602南育成牛,06/03/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
381,20168.0,5.09868421052632,0,出生,-1.0,-1.0,-1.0,0.0,5.09868421052632,5.09868421052632,红达602南育成牛,06/03/2020,291HO17042,65204045,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
382,20169.0,5.09868421052632,0,出生,-1.0,-1.0,-1.0,0.0,5.09868421052632,5.09868421052632,红达602南育成牛,06/03/2020,11109875,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
383,20170.0,5.065789473684211,0,出生,-1.0,-1.0,-1.0,0.0,5.065789473684211,5.065789473684211,红达602南育成牛,06/04/2020,291HO17042,15514212,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
384,20171.0,5.065789473684211,0,出生,-1.0,-1.0,-1.0,0.0,5.065789473684211,5.065789473684211,红达602南育成牛,06/04/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
385,20172.0,5.0,0,出生,-1.0,-1.0,-1.0,0.0,5.0,5.0,红达602南育成牛,06/06/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
386,20173.0,5.0,0,出生,-1.0,-1.0,-1.0,0.0,5.0,5.0,红达602南育成牛,06/06/2020,291HO17042,029HO15496,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
387,20174.0,4.90131578947368,0,出生,-1.0,-1.0,-1.0,0.0,4.90131578947368,4.90131578947368,红达602南育成牛,06/09/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
388,20176.0,4.73684210526316,0,出生,-1.0,-1.0,-1.0,0.0,4.73684210526316,4.73684210526316,红达403断奶,06/14/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
389,20177.0,4.73684210526316,0,出生,-1.0,-1.0,-1.0,0.0,4.73684210526316,4.73684210526316,红达403断奶,06/14/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
390,20178.0,4.6710526315789505,0,出生,-1.0,-1.0,-1.0,0.0,4.6710526315789505,4.6710526315789505,红达403断奶,06/16/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
391,20179.0,4.57236842105263,0,出生,-1.0,-1.0,-1.0,0.0,4.57236842105263,4.57236842105263,红达403断奶,06/19/2020,15180513,AUSHO1657573,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
392,20180.0,4.57236842105263,0,出生,-1.0,-1.0,-1.0,0.0,4.57236842105263,4.57236842105263,红达403断奶,06/19/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0
